url,name,height,weight,reach,stance,dob
http://ufcstats.com/fighter-details/7af33fc4435017f1,Brady Hiestand,5.666666667,135,71,Orthodox,4/30/1999
http://ufcstats.com/fighter-details/a6eb54ae17a551be,Gabriella Fernandes,5.5,125,66,Southpaw,8/13/1993
http://ufcstats.com/fighter-details/971dba22c622af12,Josefine Knutsson,5.25,115,60,Orthodox,1/16/1996
http://ufcstats.com/fighter-details/abb68e3c7ca128f2,Julia Polastri,5.166666667,115,63,Orthodox,3/5/1998
http://ufcstats.com/fighter-details/7b3503352cd53abb,Westin Wilson,6.083333333,145,73,Southpaw,1/24/1989
http://ufcstats.com/fighter-details/8d3273573b85be09,Asu Almabayev,5.333333333,125,65,Orthodox,1/25/1994
http://ufcstats.com/fighter-details/57186c150c645200,Jeka Saragih,5.666666667,145,69,Orthodox,1/1/1995
http://ufcstats.com/fighter-details/84f727cf0166d6f2,Jose Johnson,6,125,71,Orthodox,5/20/1995
http://ufcstats.com/fighter-details/6e9f40c706f91f32,Nate Maness,5.833333333,125,72,Orthodox,6/27/1991
http://ufcstats.com/fighter-details/2e19380f34871c6a,Dominick Reyes,6.333333333,205,77,Southpaw,12/26/1989
http://ufcstats.com/fighter-details/09e62c450e754913,Jimmy Flick,5.583333333,125,68,Orthodox,9/7/1990
http://ufcstats.com/fighter-details/e4277e87a789d687,Dustin Jacoby,6.25,205,76,Orthodox,4/4/1988
http://ufcstats.com/fighter-details/7b433309b0fd12aa,Brad Katona,5.5,135,64,Orthodox,12/19/1991
http://ufcstats.com/fighter-details/a75a48bfe776b2c2,Jesse Butler,5.833333333,135,73,Orthodox,5/24/1992
http://ufcstats.com/fighter-details/de594b35c45c2e9a,Eduarda Moura,5.5,115,66,Orthodox,2/28/1994
http://ufcstats.com/fighter-details/cffb87059e645bd1,Denise Gomes,5.166666667,115,63,Orthodox,12/30/1999
http://ufcstats.com/fighter-details/23dec7c47cb418f8,Zach Reese,6.333333333,185,77,Switch,3/24/1994
http://ufcstats.com/fighter-details/d0e1b42d41dab603,Julian Marquez,6.166666667,185,72,Orthodox,5/8/1990
http://ufcstats.com/fighter-details/feedf3053472fe56,Charles Radtke,5.75,170,72,Orthodox,7/9/1990
http://ufcstats.com/fighter-details/7ee0fd831c0fe7c3,Carlos Prates,6.083333333,170,78,Switch,8/17/1993
http://ufcstats.com/fighter-details/bf7ad5628363eec9,Cody Stamann,5.5,135,64,Orthodox,11/9/1989
http://ufcstats.com/fighter-details/850266b3dc4e506e,Daniel Marcos,5.583333333,135,69,Orthodox,3/7/1993
http://ufcstats.com/fighter-details/5fa2974cbd18e05c,John Castaneda,5.5,135,71,Switch,12/18/1991
http://ufcstats.com/fighter-details/8b1ed83b02303075,Taylor Lapilus,5.5,135,73,Southpaw,4/8/1992
http://ufcstats.com/fighter-details/05fa626cb33d15b8,Andrea Lee,5.5,125,69,Orthodox,2/11/1989
http://ufcstats.com/fighter-details/82d4c957649faf9b,Miguel Baeza,6.166666667,170,74,Orthodox,8/23/1992
http://ufcstats.com/fighter-details/80d8aed0ca9b00f3,Montana De La Rosa,5.583333333,125,68,Orthodox,2/14/1995
http://ufcstats.com/fighter-details/64facb6cc564262d,Punahele Soriano,5.916666667,170,72,Southpaw,11/22/1992
http://ufcstats.com/fighter-details/02bb48869eb7ac8f,Rayanne dos Santos,5.166666667,115,62,Orthodox,6/8/1995
http://ufcstats.com/fighter-details/19f8a2f6eecd92ac,Puja Tomar,5.333333333,115,59,Southpaw,12/5/1993
http://ufcstats.com/fighter-details/881bf86d4cba8578,Nassourdine Imavov,6.25,185,75,Orthodox,3/1/1995
http://ufcstats.com/fighter-details/1e719d4b676dc19a,Brunno Ferreira,5.833333333,185,72,Orthodox,11/4/1992
http://ufcstats.com/fighter-details/5b86d491d63890c5,Ludovit Klein,5.583333333,155,72,Southpaw,2/22/1995
http://ufcstats.com/fighter-details/71505842fb6455c3,Dustin Stoltzfus,6,185,75,Orthodox,11/15/1991
http://ufcstats.com/fighter-details/d945aae53e3e54e6,Thiago Moises,5.75,155,70,Orthodox,3/23/1995
http://ufcstats.com/fighter-details/fe2babf95de24fb1,Raul Rosas Jr.,5.75,135,67,Switch,10/8/2004
http://ufcstats.com/fighter-details/13a0275fa13c4d26,Jared Cannonier,5.916666667,185,77,Switch,3/16/1984
http://ufcstats.com/fighter-details/cd3d7e37ff2d679c,Ricky Turcios,5.75,135,71,Orthodox,6/5/1993
http://ufcstats.com/fighter-details/c0badf3243907e59,Alexandr Romanov,6.166666667,262,75,Southpaw,12/11/1990
http://ufcstats.com/fighter-details/41e83a89929d1327,Jailton Almeida,6.25,205,79,Orthodox,6/26/1991
http://ufcstats.com/fighter-details/0d8011111be000b2,Sean Strickland,6.083333333,185,76,Orthodox,2/27/1991
http://ufcstats.com/fighter-details/2e5c2aa8e4ab9d82,Paulo Costa,6.083333333,185,72,Orthodox,4/21/1991
http://ufcstats.com/fighter-details/99bd51917728c25d,Grant Dawson,5.833333333,155,72,Switch,2/20/1994
http://ufcstats.com/fighter-details/af65aa688d13eedf,Joe Solecki,5.75,155,70,Orthodox,8/27/1993
http://ufcstats.com/fighter-details/06e4245d16fc5315,Ailin Perez,5.416666667,135,66,Switch,10/5/1994
http://ufcstats.com/fighter-details/f9ab66e67240db7b,Joselyne Edwards,5.666666667,135,70,Orthodox,9/29/1995
http://ufcstats.com/fighter-details/d8da10db80131bec,Niko Price,6,170,76,Orthodox,9/29/1989
http://ufcstats.com/fighter-details/cdb96af67d096b1e,Alex Morono,5.916666667,170,72,Orthodox,8/16/1990
http://ufcstats.com/fighter-details/9d83f6da776ff7d6,Roman Kopylov,6,185,75,Southpaw,5/4/1991
http://ufcstats.com/fighter-details/64d47ef881a437a4,Cesar Almeida,6.083333333,185,74,Orthodox,3/28/1988
http://ufcstats.com/fighter-details/c6aee362c7a7d482,Randy Brown,6.25,170,78,Orthodox,7/8/1990
http://ufcstats.com/fighter-details/0be6776db31d98ec,Mitch Raposo,5.416666667,125,64,Switch,10/16/1998
http://ufcstats.com/fighter-details/b1f21ce050035d58,Andre Lima,5.583333333,125,67,Orthodox,2/4/1999
http://ufcstats.com/fighter-details/8adcbd525fab8d9b,Elizeu Zaleski dos Santos,5.916666667,170,73,Orthodox,12/11/1986
http://ufcstats.com/fighter-details/3a46b268013afede,Kevin Holland,6.25,185,81,Orthodox,11/5/1992
http://ufcstats.com/fighter-details/275aca31f61ba28c,Islam Makhachev,5.833333333,155,70,Southpaw,10/27/1991
http://ufcstats.com/fighter-details/8e382b585a92affe,Phil Rowe,6.25,170,80,Orthodox,7/18/1990
http://ufcstats.com/fighter-details/0d65c432720accb9,Michal Oleksiejczuk,6,185,74,Southpaw,2/22/1995
http://ufcstats.com/fighter-details/a845f0735bc67405,Jake Matthews,5.916666667,170,73,Orthodox,8/19/1994
http://ufcstats.com/fighter-details/029eaff01e6bb8f0,Dustin Poirier,5.75,155,72,Southpaw,1/19/1989
http://ufcstats.com/fighter-details/9e50097a89442158,Mickey Gall,6.166666667,170,74,Switch,1/22/1992
http://ufcstats.com/fighter-details/f4d92416da98804b,Bassil Hafez,5.916666667,170,72,Orthodox,1/31/1992
http://ufcstats.com/fighter-details/a53d30163304aa6e,Carlston Harris,6,170,76,Orthodox,7/9/1987
http://ufcstats.com/fighter-details/65cdf4ec31143d86,Vinicius Salvador,5.583333333,135,70,Southpaw,7/24/1996
http://ufcstats.com/fighter-details/2558ae2e5671e318,Khaos Williams,6,170,77,Orthodox,3/30/1994
http://ufcstats.com/fighter-details/0232cabbc30a2372,Adrian Yanez,5.583333333,135,70,Orthodox,11/29/1993
http://ufcstats.com/fighter-details/1897b7b913736a7c,Alatengheili,5.416666667,135,66,Orthodox,12/14/1991
http://ufcstats.com/fighter-details/e375cb5caf4717b6,Piera Rodriguez,5.25,115,63,Orthodox,11/11/1992
http://ufcstats.com/fighter-details/46e2011d92463b7e,Oumar Sy,6.333333333,205,83,Orthodox,11/21/1995
http://ufcstats.com/fighter-details/3e8118c1ab52f211,Tuco Tokkos,6.333333333,205,76,Orthodox,6/30/1990
http://ufcstats.com/fighter-details/102a8fdf8cbf7467,Kleydson Rodrigues,5.416666667,135,67,Orthodox,10/22/1995
http://ufcstats.com/fighter-details/c0d5c0c95c59050b,Ariane Carnelossi,5.166666667,115,61,Orthodox,11/17/1992
http://ufcstats.com/fighter-details/36b8f265bcd1b7a4,Abus Magomedov,6.166666667,185,78,Orthodox,9/2/1990
http://ufcstats.com/fighter-details/d317a5e2b3f88c5f,Warlley Alves,5.916666667,185,72,Orthodox,1/4/1991
http://ufcstats.com/fighter-details/3e708ce33b6b18e6,Victor Martinez,5.666666667,155,70,Orthodox,7/17/1991
http://ufcstats.com/fighter-details/6c3b2525436cf5d4,Tom Nolan,6.25,155,73,Southpaw,3/8/2000
http://ufcstats.com/fighter-details/40f3cb27fc7305a1,Themba Gorimbo,6.083333333,170,77,Orthodox,1/23/1991
http://ufcstats.com/fighter-details/4f3064faf17aa711,Tamires Vidal,5.5,135,68,Orthodox,7/27/1998
http://ufcstats.com/fighter-details/a4a80dd7336ffd59,Melissa Gatto,5.416666667,135,69,Orthodox,5/2/1996
http://ufcstats.com/fighter-details/3d074044a33825e7,Ramiz Brahimaj,5.833333333,170,72,Orthodox,11/17/1992
http://ufcstats.com/fighter-details/2c483cf443f38ece,Vanessa Demopoulos,5.166666667,115,59,Orthodox,9/22/1988
http://ufcstats.com/fighter-details/396fe87b84ac2e1c,Lerone Murphy,5.75,145,73,Orthodox,7/22/1991
http://ufcstats.com/fighter-details/02f8fedc18cbd26c,Emily Ducote,5.166666667,115,63,Orthodox,1/1/1994
http://ufcstats.com/fighter-details/a3a542074109b347,Luana Pinheiro,5.166666667,115,62,Orthodox,11/18/1992
http://ufcstats.com/fighter-details/64a50dad704d1d49,Edson Barboza,5.916666667,145,75,Orthodox,1/21/1986
http://ufcstats.com/fighter-details/f0feeb2192937424,Angela Hill,5.25,115,64,Orthodox,1/12/1985
http://ufcstats.com/fighter-details/49d2a08964c5eb11,Nursulton Ruziboev,6.416666667,170,76,Orthodox,11/19/1993
http://ufcstats.com/fighter-details/b9437600497350f3,Joaquin Buckley,5.833333333,170,76,Southpaw,4/27/1994
http://ufcstats.com/fighter-details/814e5233e2acf2ee,Charles Johnson,5.75,125,70,Switch,1/10/1991
http://ufcstats.com/fighter-details/60a42bf82447c919,Jake Hadley,5.583333333,125,70,Southpaw,8/3/1996
http://ufcstats.com/fighter-details/d25240135aee03e5,Tabatha Ricci,5.083333333,115,61,Orthodox,2/21/1995
http://ufcstats.com/fighter-details/31ef8b67e13495b3,Tecia Pennington,5.083333333,115,60,Orthodox,8/16/1989
http://ufcstats.com/fighter-details/323d4ca260dfa0ba,Esteban Ribovics,5.833333333,155,69,Orthodox,4/27/1996
http://ufcstats.com/fighter-details/809bd1a871491508,Terrance McKinney,5.833333333,155,73,Switch,9/15/1994
http://ufcstats.com/fighter-details/6fd953151d981979,JJ Aldrich,5.416666667,125,67,Southpaw,9/29/1992
http://ufcstats.com/fighter-details/4798e823ada58fe9,Veronica Hardy,5.333333333,125,64,Southpaw,10/30/1995
http://ufcstats.com/fighter-details/fc08099550072fe4,Waldo Cortes-Acosta,6.333333333,260,78,Orthodox,10/3/1991
http://ufcstats.com/fighter-details/7aa3d6964eff4877,Alex Caceres,5.833333333,145,73,Southpaw,6/20/1988
http://ufcstats.com/fighter-details/140567899d98978a,Robelis Despaigne,6.583333333,265,84,Orthodox,9/9/1988
http://ufcstats.com/fighter-details/4682bc59d5f55145,Sean Woodson,6.166666667,145,78,Orthodox,6/7/1992
http://ufcstats.com/fighter-details/9014c02eff8b3d62,Carlos Ulberg,6.333333333,205,77,Orthodox,11/7/1990
http://ufcstats.com/fighter-details/31dbfbe4e7a6727c,Trey Waters,6.416666667,170,77,Orthodox,2/21/1995
http://ufcstats.com/fighter-details/a495f599e787614f,Alonzo Menifield,6,205,76,Orthodox,10/18/1987
http://ufcstats.com/fighter-details/fa07345cc9db5cc9,Billy Ray Goff,5.833333333,170,72,Switch,6/18/1998
http://ufcstats.com/fighter-details/d3df1add9d9a7efb,Derrick Lewis,6.25,260,79,Orthodox,2/7/1985
http://ufcstats.com/fighter-details/d31a5546c0e9b213,Rodrigo Nascimento,6.166666667,246,80,Orthodox,11/26/1992
http://ufcstats.com/fighter-details/19c591115a58982c,Viacheslav Borshchev,5.916666667,155,69,Orthodox,1/8/1992
http://ufcstats.com/fighter-details/f53d4f21d1b5f2dc,Diego Ferreira,5.75,155,74,Orthodox,1/18/1985
http://ufcstats.com/fighter-details/971246648e162f0d,Chase Hooper,6.083333333,155,74,Southpaw,9/13/1999
http://ufcstats.com/fighter-details/9c393e836a852f30,Mauricio Ruffy,5.916666667,155,75,Orthodox,6/17/1996
http://ufcstats.com/fighter-details/849c5d9979df5357,Mateusz Rebecki,5.583333333,155,66,Southpaw,11/3/1992
http://ufcstats.com/fighter-details/4126a78111c0855a,Caio Borralho,6.083333333,185,75,Southpaw,1/16/1993
http://ufcstats.com/fighter-details/af9f42e6894047fc,Jamie Mullarkey,6,155,74,Orthodox,8/17/1994
http://ufcstats.com/fighter-details/48a9a128784d53d1,Elves Brener,5.833333333,155,72,Orthodox,9/27/1997
http://ufcstats.com/fighter-details/bf2c8e01b07d3eb1,Myktybek Orolbai,5.833333333,155,74,Orthodox,2/10/1998
http://ufcstats.com/fighter-details/eabf206b162b3b83,Paul Craig,6.25,185,76,Orthodox,11/27/1987
http://ufcstats.com/fighter-details/d0f3959b4a9747e6,Jose Aldo,5.583333333,135,70,Orthodox,9/9/1986
http://ufcstats.com/fighter-details/27b388f0aab49780,Dione Barbosa,5.5,125,66,Orthodox,5/8/1992
http://ufcstats.com/fighter-details/f2477cf43c4975cc,Jonathan Martinez,5.666666667,135,70,Southpaw,4/20/1994
http://ufcstats.com/fighter-details/e4faa79383c9f214,Ernesta Kareckaite,5.75,125,71,Orthodox,7/5/1998
http://ufcstats.com/fighter-details/32ab52e5de93092d,Steve Erceg,5.666666667,125,68,Orthodox,7/27/1995
http://ufcstats.com/fighter-details/a0f0004aadf10b71,Alexandre Pantoja,5.416666667,125,67,Orthodox,4/16/1990
http://ufcstats.com/fighter-details/71171fc96445bf65,Vitor Petrino,6.166666667,205,77,Orthodox,8/28/1997
http://ufcstats.com/fighter-details/abcf2cc6efc42031,Iasmin Lucindo,5.25,115,66,Orthodox,1/8/2002
http://ufcstats.com/fighter-details/34b96d52db1d26e6,Kevin Borjas,5.416666667,125,68,Orthodox,12/6/1997
http://ufcstats.com/fighter-details/3fa97913cfd205d3,Alessandro Costa,5.333333333,125,67,Orthodox,1/28/1996
http://ufcstats.com/fighter-details/d7c3816669784109,Karolina Kowalkiewicz,5.25,115,64,Orthodox,10/15/1985
http://ufcstats.com/fighter-details/595db60957de51d3,Michel Pereira,6.083333333,185,73,Orthodox,10/6/1993
http://ufcstats.com/fighter-details/b8a85389d115e35a,Jack Shore,5.666666667,145,71,Orthodox,2/6/1995
http://ufcstats.com/fighter-details/260bd4cef10b033f,Ihor Potieria,6.25,185,75,Southpaw,5/29/1996
http://ufcstats.com/fighter-details/791c8437b341fba5,Joanderson Brito,5.666666667,145,72,Orthodox,2/11/1995
http://ufcstats.com/fighter-details/eb393afdbe3293d5,Ismael Bonfim,5.666666667,155,71,Orthodox,12/28/1995
http://ufcstats.com/fighter-details/c77a953488e5607d,Vinc Pichel,5.833333333,155,72,Orthodox,11/23/1982
http://ufcstats.com/fighter-details/a67f5afa8d6a1b80,Ryan Spann,6.416666667,205,79,Orthodox,8/24/1991
http://ufcstats.com/fighter-details/eb8d8c2a95cfccb8,Victor Henry,5.583333333,135,68,Switch,5/4/1987
http://ufcstats.com/fighter-details/7cbf7c78d3b34218,Drakkar Klose,5.75,155,70,Orthodox,3/9/1988
http://ufcstats.com/fighter-details/94527830000ab715,Rani Yahya,5.5,135,67,Orthodox,9/12/1984
http://ufcstats.com/fighter-details/ae7fe94f117f98cf,Joaquim Silva,5.666666667,155,69,Southpaw,2/5/1989
http://ufcstats.com/fighter-details/ef5dcb10d2bd4b0f,Bogdan Guskov,6.25,205,76,Orthodox,9/12/1992
http://ufcstats.com/fighter-details/06626b6287e1ae1e,Chris Padilla,5.75,155,74,Orthodox,9/14/1995
http://ufcstats.com/fighter-details/93b2b7caa457cbea,James Llontop,6,155,73,Orthodox,8/2/1999
http://ufcstats.com/fighter-details/681399317dbf4701,Uros Medic,6.083333333,170,71,Southpaw,4/25/1993
http://ufcstats.com/fighter-details/6551c64fbcd1a467,Ariane da Silva,5.5,125,67,Orthodox,1/26/1994
http://ufcstats.com/fighter-details/4b47e71384a9522f,Tim Means,6.166666667,170,75,Orthodox,2/20/1984
http://ufcstats.com/fighter-details/ffe9703408fb5964,David Onama,5.916666667,145,74,Orthodox,6/7/1994
http://ufcstats.com/fighter-details/9d62c2d8ee151f08,Karine Silva,5.416666667,125,67,Orthodox,12/2/1993
http://ufcstats.com/fighter-details/87c0b1c696ddfb43,Jonathan Pearce,6,145,71,Switch,5/1/1992
http://ufcstats.com/fighter-details/38c5817ade8a8014,Ivana Petrovic,5.666666667,125,70,Southpaw,6/11/1994
http://ufcstats.com/fighter-details/ec0dcceace7d25a3,Liang Na,5.416666667,125,67,Orthodox,7/27/1996
http://ufcstats.com/fighter-details/be9bdec19b7e9ffe,Austen Lane,6.5,245,80,Orthodox,11/9/1987
http://ufcstats.com/fighter-details/25f9a5f3e8a52618,Jhonata Diniz,6.333333333,254,79,Orthodox,6/23/1991
http://ufcstats.com/fighter-details/b6203e0492a9336c,Marnic Mann,5,115,64,Southpaw,3/5/1993
http://ufcstats.com/fighter-details/8bd4200561c77a62,Ketlen Souza,5.25,115,63,Orthodox,8/18/1994
http://ufcstats.com/fighter-details/89839250eb25c9c1,Caio Machado,6.333333333,250,78,Southpaw,7/20/1994
http://ufcstats.com/fighter-details/1a31ef98efce7a79,Matheus Nicolau,5.5,125,66,Orthodox,1/6/1993
http://ufcstats.com/fighter-details/1a9480fc288e55d7,Don'Tale Mayes,6.5,260,81,Orthodox,1/16/1992
http://ufcstats.com/fighter-details/8c1ca54b5089d199,Maheshate,6,155,71,Orthodox,12/1/1999
http://ufcstats.com/fighter-details/436f970c9ea9169c,Gabriel Benitez,5.666666667,155,71,Southpaw,6/15/1988
http://ufcstats.com/fighter-details/d2cd7a69cc55e7ed,Austin Hubbard,5.833333333,155,71,Orthodox,12/22/1991
http://ufcstats.com/fighter-details/b4c57a8c2b773e82,Michal Figlak,5.833333333,155,70,Orthodox,8/15/1996
http://ufcstats.com/fighter-details/5444c5a201d3ee5a,Jamahal Hill,6.333333333,205,79,Southpaw,5/19/1991
http://ufcstats.com/fighter-details/333b9e5c723ac873,Aleksandar Rakic,6.333333333,205,78,Orthodox,2/6/1992
http://ufcstats.com/fighter-details/aa72b0f831d0bfe5,Deiveson Figueiredo,5.416666667,135,68,Orthodox,12/18/1987
http://ufcstats.com/fighter-details/1ebe20ebbfa15e29,Zhang Weili,5.333333333,115,63,Switch,8/13/1989
http://ufcstats.com/fighter-details/c41d426cc7326d1b,Yan Xiaonan,5.416666667,115,63,Orthodox,6/16/1989
http://ufcstats.com/fighter-details/d8c7c61b176e3994,Cody Garbrandt,5.666666667,135,65,Orthodox,7/7/1991
http://ufcstats.com/fighter-details/751de04455cfaac0,Calvin Kattar,5.916666667,145,72,Orthodox,3/26/1988
http://ufcstats.com/fighter-details/cb696ebfb6598724,Aljamain Sterling,5.583333333,145,71,Orthodox,7/31/1989
http://ufcstats.com/fighter-details/1af1170ed937cba7,Kayla Harrison,5.666666667,135,66,Southpaw,7/2/1990
http://ufcstats.com/fighter-details/d1941565abf50b16,Jim Miller,5.666666667,155,71,Southpaw,8/30/1983
http://ufcstats.com/fighter-details/887961364be5ceb3,Bobby Green,5.833333333,155,71,Orthodox,9/9/1986
http://ufcstats.com/fighter-details/634e2fb70bde3fd5,Holly Holm,5.666666667,135,69,Southpaw,10/17/1981
http://ufcstats.com/fighter-details/4d8fa64202cee4c1,Jalin Turner,6.25,155,77,Southpaw,5/18/1995
http://ufcstats.com/fighter-details/f14f644d41ade29f,Cody Brundage,6,185,72,Orthodox,5/16/1994
http://ufcstats.com/fighter-details/35673bf5204524ee,Bo Nickal,6.083333333,185,76,Southpaw,1/14/1996
http://ufcstats.com/fighter-details/b6452706b373eea1,Renato Moicano,5.916666667,155,72,Orthodox,5/21/1989
http://ufcstats.com/fighter-details/07225ba28ae309b6,Charles Oliveira,5.833333333,155,74,Orthodox,10/17/1989
http://ufcstats.com/fighter-details/cd2c4d30c6e13b47,Marina Rodriguez,5.5,115,65,Orthodox,4/29/1987
